Table 1
die_size,sheet_size,number_out,die_number,flat_size,seal_flap_size
4 1/8 x 7 1/2  BK,9 3/4 X 9 15/16,1,"#15,16, 199 & 200",9 1/4 X 9 7/16,1 3/8
4 1/8 x 7 1/2  BK,11 X 17 ,1,"#15,16, 199 & 200",9 1/4 X 9 7/16,1 3/8
4 1/8 x 7 1/2  BK,11 X 22,2,"#15,16, 199 & 200",9 1/4 X 9 7/16,1 3/8
4 1/8 x 7 1/2  BK,17 1/2 x 22 1/2,2,"#15,16, 199 & 200",9 1/4 X 9 7/16,1 3/8
4 1/8 x 7 1/2  BK,19 X 25,4,"#15,16, 199 & 200",9 1/4 X 9 7/16,1 3/8
4 1/8 x 7 1/2  BK,23 X 29,6,"#15,16, 199 & 200",9 1/4 X 9 7/16,1 3/8
4 1/8 x 7 1/2  BK,23 X 35,6,"#15,16, 199 & 200",9 1/4 X 9 7/16,1 3/8
4 1/8 x 7 1/2  BK,25 X 38,6,"#15,16, 199 & 200",9 1/4 X 9 7/16,1 3/8
4 1/8 x 7 1/2  BK,28 x 40,8,"#15,16, 199 & 200",9 1/4 X 9 7/16,1 3/8
,,,,,
,,,,,
4 1/8 x 7 5/8  BK,10 1/8 X 13/16,1, # 120,9 5/8 X 9 5/16,1 7/16
4 1/8 x 7 5/8  BK,11 X 17 ,1, # 120,9 5/8 X 9 5/16,1 7/16
4 1/8 x 7 5/8  BK,17 1/2 x 22 1/2,2, # 120,9 5/8 X 9 5/16,1 7/16
4 1/8 x 7 5/8  BK,19 X 25,2, # 120,9 5/8 X 9 5/16,1 7/16
4 1/8 x 7 5/8  BK,23 X 29,6, # 120,9 5/8 X 9 5/16,1 7/16
4 1/8 x 7 5/8  BK,23 X 35,6, # 120,9 5/8 X 9 5/16,1 7/16
4 1/8 x 7 5/8  BK,25 X 38,6, # 120,9 5/8 X 9 5/16,1 7/16
4 1/8 x 7 5/8  BK,28 x 40,8, # 120,9 5/8 X 9 5/16,1 7/16
,,,,,
,,,,,
4 1/8 X 8 3/4  BK,11 1/4 X 9 7/8,1,# 118,10 3/4 X 9 3/8,1 3/8
4 1/8 X 8 3/4  BK,11 x 17 ,1,# 118,10 3/4 X 9 3/8,1 3/8
4 1/8 X 8 3/4  BK,17 1/2 x 22 1/2,2,# 118,10 3/4 X 9 3/8,1 3/8
4 1/8 X 8 3/4  BK,19 x 25,2,# 118,10 3/4 X 9 3/8,1 3/8
4 1/8 X 8 3/4  BK,23 x 29,6,# 118,10 3/4 X 9 3/8,1 3/8
4 1/8 X 8 3/4  BK,23 x 35,6,# 118,10 3/4 X 9 3/8,1 3/8
4 1/8 X 8 3/4  BK,25 x 38,6,# 118,10 3/4 X 9 3/8,1 3/8
4 1/8 X 8 3/4  BK,28 x 40,8,# 118,10 3/4 X 9 3/8,1 3/8
,,,,,
,,,,,
4 1/8 X 8 7/8  BK,10 7/8 X 9 5/8,1,# 58,10 3/8 X 9 1/8,1 1/8
4 1/8 X 8 7/8  BK,11 x 17 ,1,# 58,10 3/8 X 9 1/8,1 1/8
4 1/8 X 8 7/8  BK,17 1/2 x 22 1/2,2,# 58,10 3/8 X 9 1/8,1 1/8
4 1/8 X 8 7/8  BK,19 x 25,2,# 58,10 3/8 X 9 1/8,1 1/8
4 1/8 X 8 7/8  BK,23 x 29,6,# 58,10 3/8 X 9 1/8,1 1/8
4 1/8 X 8 7/8  BK,23 x 35,6,# 58,10 3/8 X 9 1/8,1 1/8
4 1/8 X 8 7/8  BK,25 x 38,8,# 58,10 3/8 X 9 1/8,1 1/8
4 1/8 X 8 7/8  BK,28 x 40,8,# 58,10 3/8 X 9 1/8,1 1/8
,,,,,
,,,,,
4 1/8 X 9  BK,11 1/4 X 9 5/8,1,#129,10 3/4 X 9 1/8,1 3/8
4 1/8 X 9  BK,11 x 17 ,0,#129,10 3/4 X 9 1/8,1 3/8
4 1/8 X 9  BK,17 1/2 x 22 1/2,2,#129,10 3/4 X 9 1/8,1 3/8
4 1/8 X 9  BK,19 x 25,2,#129,10 3/4 X 9 1/8,1 3/8
4 1/8 X 9  BK,23 x 29,6,#129,10 3/4 X 9 1/8,1 3/8
4 1/8 X 9  BK,23 x 35,6,#129,10 3/4 X 9 1/8,1 3/8
4 1/8 X 9  BK,25 x 38,8,#129,10 3/4 X 9 1/8,1 3/8
4 1/8 X 9  BK,28 x 40,8,#129,10 3/4 X 9 1/8,1 3/8
,,,,,
,,,,,
4 1/8 X 9  BK,11 1/4 X 9 15/16,1,#133,10 3/4 X 9 7/16,1 3/8
4 1/8 X 9  BK,11 x 17 ,0,#133,10 3/4 X 9 7/16,1 3/8
4 1/8 X 9  BK,17 1/2 x 22 1/2,2,#133,10 3/4 X 9 7/16,1 3/8
4 1/8 X 9  BK,19 x 25,2,#133,10 3/4 X 9 7/16,1 3/8
4 1/8 X 9  BK,23 x 29,6,#133,10 3/4 X 9 7/16,1 3/8
4 1/8 X 9  BK,23 x 35,6,#133,10 3/4 X 9 7/16,1 3/8
4 1/8 X 9  BK,25 x 38,6,#133,10 3/4 X 9 7/16,1 3/8
4 1/8 X 9  BK,28 x 40,8,#133,10 3/4 X 9 7/16,1 3/8
,,,,,
,,,,,
4 1/8 X 9 1/8  BK ,11 3/8 X 9 1/2,1,#25,10 7/8 X 9,1 3/8
4 1/8 X 9 1/8  BK ,11 x 17 ,1,#25,10 7/8 X 9,1 3/8
4 1/8 X 9 1/8  BK ,17 1/2 x 22 1/2,2,#25,10 7/8 X 9,1 3/8
4 1/8 X 9 1/8  BK ,19 x 25,2,#25,10 7/8 X 9,1 3/8
4 1/8 X 9 1/8  BK ,23 x 29,6,#25,10 7/8 X 9,1 3/8
4 1/8 X 9 1/8  BK ,23 x 35,6,#25,10 7/8 X 9,1 3/8
4 1/8 X 9 1/8  BK ,25 x 38,8,#25,10 7/8 X 9,1 3/8
4 1/8 X 9 1/8  BK ,28 x 40,8,#25,10 7/8 X 9,1 3/8
,,,,,
,,,,,
#10 PIC - 4 1/8 x 9 1/2 ,11 3/4 x 9 1/2,1,"# 26, 128, 80",11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,11 X 17,0,"# 26, 128, 80",11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,17 1/2 x 22 1/2,2,"# 26, 128, 80",11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,19 X 25,2,"# 26, 128, 80",11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,23 x 29,6,"# 26, 128, 80",11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,23 x 35,6,"# 26, 128, 80",11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,25 X 38,8,"# 26, 128, 80",11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,28 X 40,8,"# 26, 128, 80",11 1/4 X 9  ,1 3/8
,,,,,
,,,,,
#10 PIC - 4 1/8 x 9 1/2 ,11 1/2 x 9 1/4,1,# 129-N,11 X 9 1/8  ,1 3/16
#10 PIC - 4 1/8 x 9 1/2 ,11 X 17,1,# 129-N,11 X 9 1/8  ,1 3/16
#10 PIC - 4 1/8 x 9 1/2 ,17 1/2 x 22 1/2,2,# 129-N,11 X 9 1/8  ,1 3/16
#10 PIC - 4 1/8 x 9 1/2 ,19 X 25,2,# 129-N,11 X 9 1/8  ,1 3/16
#10 PIC - 4 1/8 x 9 1/2 ,23 x 29,6,# 129-N,11 X 9 1/8  ,1 3/16
#10 PIC - 4 1/8 x 9 1/2 ,23 x 35,6,# 129-N,11 X 9 1/8  ,1 3/16
#10 PIC - 4 1/8 x 9 1/2 ,25 X 38,8,# 129-N,11 X 9 1/8  ,1 3/16
#10 PIC - 4 1/8 x 9 1/2 ,28 X 40,8,# 129-N,11 X 9 1/8  ,1 3/16
,,,,,
,,,,,
#10 PIC - 4 1/8 x 9 1/2 ,11 1/2 x 9 1/4,1,# 185,11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,11 X 17,1,# 185,11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,17 1/2 x 22 1/2,2,# 185,11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,19 X 25,2,# 185,11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,23 x 29,6,# 185,11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,23 x 35,6,# 185,11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,25 X 38,8,# 185,11 1/4 X 9  ,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,28 X 40,8,# 185,11 1/4 X 9  ,1 3/8
,,,,,
,,,,,
#10 PIC - 4 1/8 x 9 1/2 ,12 x 9 3/4,1,# 67,11 1/2 X 9 1 /4,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,11 X 17,0,# 67,11 1/2 X 9 1 /4,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,17 1/2 x 22 1/2,2,# 67,11 1/2 X 9 1 /4,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,19 X 25,2,# 67,11 1/2 X 9 1 /4,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,23 x 29,3,# 67,11 1/2 X 9 1 /4,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,23 x 35,3,# 67,11 1/2 X 9 1 /4,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,25 X 38,8,# 67,11 1/2 X 9 1 /4,1 3/8
#10 PIC - 4 1/8 x 9 1/2 ,28 X 40,8,# 67,11 1/2 X 9 1 /4,1 3/8
,,,,,
,,,,,
#10 PIC - 4 1/8 x 9 1/2 ,11 3/4 x 9 3/4,1,# 110-N,11 1/4 X 9 1 /4,1 1/2
#10 PIC - 4 1/8 x 9 1/2 ,11 X 17,1,# 110-N,11 1/4 X 9 1 /4,1 1/2
#10 PIC - 4 1/8 x 9 1/2 ,17 1/2 x 22 1/2,2,# 110-N,11 1/4 X 9 1 /4,1 1/2
#10 PIC - 4 1/8 x 9 1/2 ,19 X 25,2,# 110-N,11 1/4 X 9 1 /4,1 1/2
#10 PIC - 4 1/8 x 9 1/2 ,23 x 29,6,# 110-N,11 1/4 X 9 1 /4,1 1/2
#10 PIC - 4 1/8 x 9 1/2 ,23 x 35,6,# 110-N,11 1/4 X 9 1 /4,1 1/2
#10 PIC - 4 1/8 x 9 1/2 ,25 X 38,8,# 110-N,11 1/4 X 9 1 /4,1 1/2
#10 PIC - 4 1/8 x 9 1/2 ,28 X 40,8,# 110-N,11 1/4 X 9 1 /4,1 1/2
,,,,,
,,,,,
#10 PIC - 4 1/8 x 9 1/2 ,12 x 10 7/16,1,# 216,11 1/2 X 9 13/16,1 3/4
#10 PIC - 4 1/8 x 9 1/2 ,11 x 17 ,0,# 216,11 1/2 X 9 13/16,1 3/4
#10 PIC - 4 1/8 x 9 1/2 ,17 1/2 x 22 1/2,2,# 216,11 1/2 X 9 13/16,1 3/4
#10 PIC - 4 1/8 x 9 1/2 ,19 x 25,2,# 216,11 1/2 X 9 13/16,1 3/4
#10 PIC - 4 1/8 x 9 1/2 ,23 x 29,2,# 216,11 1/2 X 9 13/16,1 3/4
#10 PIC - 4 1/8 x 9 1/2 ,23 x 35,3,# 216,11 1/2 X 9 13/16,1 3/4
#10 PIC - 4 1/8 x 9 1/2 ,25 x 38,6,# 216,11 1/2 X 9 13/16,1 3/4
#10 PIC - 4 1/8 x 9 1/2 ,28 x 40,6,# 216,11 1/2 X 9 13/16,1 3/4
,,,,,
,,,,,
#10 PIC - 4 1/8 x 9 1/2 ,11 3/4 x 10 1/8,1,# 27,11 1/4 X 9 5/8,2
#10 PIC - 4 1/8 x 9 1/2 ,11 x 17 ,0,# 27,11 1/4 X 9 5/8,2
#10 PIC - 4 1/8 x 9 1/2 ,17 1/2 x 22 1/2,2,# 27,11 1/4 X 9 5/8,2
#10 PIC - 4 1/8 x 9 1/2 ,19 x 25,2,# 27,11 1/4 X 9 5/8,2
#10 PIC - 4 1/8 x 9 1/2 ,23 x 29,4,# 27,11 1/4 X 9 5/8,2
#10 PIC - 4 1/8 x 9 1/2 ,23 x 35,6,# 27,11 1/4 X 9 5/8,2
#10 PIC - 4 1/8 x 9 1/2 ,25 x 38,6,# 27,11 1/4 X 9 5/8,2
#10 PIC - 4 1/8 x 9 1/2 ,28 x 40,8,# 27,11 1/4 X 9 5/8,2
,,,,,
,,,,,
#10 PIC - 4 1/8 x 9 1/2 ,12 1/8 x 9 5/8,1,# 230,11 5/8 X 9 1/8,2
#10 PIC - 4 1/8 x 9 1/2 ,11 x 17 ,0,# 230,11 5/8 X 9 1/8,2
#10 PIC - 4 1/8 x 9 1/2 ,17 1/2 x 22 1/2,2,# 230,11 5/8 X 9 1/8,2
#10 PIC - 4 1/8 x 9 1/2 ,19 x 25,2,# 230,11 5/8 X 9 1/8,2
#10 PIC - 4 1/8 x 9 1/2 ,23 x 29,3,# 230,11 5/8 X 9 1/8,2
#10 PIC - 4 1/8 x 9 1/2 ,23 x 35,3,# 230,11 5/8 X 9 1/8,2
#10 PIC - 4 1/8 x 9 1/2 ,25 x 38,8,# 230,11 5/8 X 9 1/8,2
#10 PIC - 4 1/8 x 9 1/2 ,28 x 40,8,# 230,11 5/8 X 9 1/8,2
,,,,,
,,,,,
#10 PIC - 4 1/8 x 9 1/2 ,12 x 10 9/16,1,# 90,11 1/2 X 10 1/16,2 1/16
#10 PIC - 4 1/8 x 9 1/2 ,11 x 17 ,0,# 90,11 1/2 X 10 1/16,2 1/16
#10 PIC - 4 1/8 x 9 1/2 ,17 1/2 x 22 1/2,2,# 90,11 1/2 X 10 1/16,2 1/16
#10 PIC - 4 1/8 x 9 1/2 ,19 x 25,2,# 90,11 1/2 X 10 1/16,2 1/16
#10 PIC - 4 1/8 x 9 1/2 ,23 x 29,2,# 90,11 1/2 X 10 1/16,2 1/16
#10 PIC - 4 1/8 x 9 1/2 ,23 x 35,3,# 90,11 1/2 X 10 1/16,2 1/16
#10 PIC - 4 1/8 x 9 1/2 ,25 x 38,6,# 90,11 1/2 X 10 1/16,2 1/16
#10 PIC - 4 1/8 x 9 1/2 ,28 x 40,6,# 90,11 1/2 X 10 1/16,2 1/16
,,,,,
,,,,,
#10 PIC - 4 1/8 x 9 1/2 ,12 x 10 3/8,1,# 65,11 1/2 X 9 7/8,2 1/18
#10 PIC - 4 1/8 x 9 1/2 ,11 x 17 ,0,# 65,11 1/2 X 9 7/8,2 1/18
#10 PIC - 4 1/8 x 9 1/2 ,17 1/2 x 22 1/2,2,# 65,11 1/2 X 9 7/8,2 1/18
#10 PIC - 4 1/8 x 9 1/2 ,19 x 25,2,# 65,11 1/2 X 9 7/8,2 1/18
#10 PIC - 4 1/8 x 9 1/2 ,23 x 29,2,# 65,11 1/2 X 9 7/8,2 1/18
#10 PIC - 4 1/8 x 9 1/2 ,23 x 35,3,# 65,11 1/2 X 9 7/8,2 1/18
#10 PIC - 4 1/8 x 9 1/2 ,25 x 38,6,# 65,11 1/2 X 9 7/8,2 1/18
#10 PIC - 4 1/8 x 9 1/2 ,28 x 40,6,# 65,11 1/2 X 9 7/8,2 1/18
,,,,,
,,,,,
#10 PIC - 4 1/8 x 9 1/2 ,12 1/8 x 10,1,# 128,11 5/8 X 9 1/2,2 3/8
#10 PIC - 4 1/8 x 9 1/2 ,11 x 17 ,0,# 128,11 5/8 X 9 1/2,2 3/8
#10 PIC - 4 1/8 x 9 1/2 ,17 1/2 x 22 1/2,2,# 128,11 5/8 X 9 1/2,2 3/8
#10 PIC - 4 1/8 x 9 1/2 ,19 x 25,2,# 128,11 5/8 X 9 1/2,2 3/8
#10 PIC - 4 1/8 x 9 1/2 ,23 x 29,2,# 128,11 5/8 X 9 1/2,2 3/8
#10 PIC - 4 1/8 x 9 1/2 ,23 x 35,3,# 128,11 5/8 X 9 1/2,2 3/8
#10 PIC - 4 1/8 x 9 1/2 ,25 x 38,6,# 128,11 5/8 X 9 1/2,2 3/8
#10 PIC - 4 1/8 x 9 1/2 ,28 x 40,6,# 128,11 5/8 X 9 1/2,2 3/8
,,,,,
,,,,,
#10 REMITT - 4 1/8 x 9 1/2 ,11 7/8 x 12 1/8,1,# 121,11 3/8 X 11 5/8,4
#10 REMITT - 4 1/8 x 9 1/2 ,11 x 17 ,0,# 121,11 3/8 X 11 5/8,4
#10 REMITT - 4 1/8 x 9 1/2 ,17 1/2 x 22 1/2,1,# 121,11 3/8 X 11 5/8,4
#10 REMITT - 4 1/8 x 9 1/2 ,19 x 25,2,# 121,11 3/8 X 11 5/8,4
#10 REMITT - 4 1/8 x 9 1/2 ,23 x 29,4,# 121,11 3/8 X 11 5/8,4
#10 REMITT - 4 1/8 x 9 1/2 ,23 x 35,4,# 121,11 3/8 X 11 5/8,4
#10 REMITT - 4 1/8 x 9 1/2 ,25 x 38,6,# 121,11 3/8 X 11 5/8,4
#10 REMITT - 4 1/8 x 9 1/2 ,28 x 40,6,# 121,11 3/8 X 11 5/8,4
,,,,,
,,,,,
4 1/8 x 9 3/4  BK,12 x 9 7/8,1,# 173 UT,11 1/2 X 9 3/8,1 3/8
4 1/8 x 9 3/4  BK,11 x 17 ,0,# 173 UT,11 1/2 X 9 3/8,1 3/8
4 1/8 x 9 3/4  BK,17 1/2 x 22 1/2,2,# 173 UT,11 1/2 X 9 3/8,1 3/8
4 1/8 x 9 3/4  BK,19 x 25,2,# 173 UT,11 1/2 X 9 3/8,1 3/8
4 1/8 x 9 3/4  BK,23 x 29,3,# 173 UT,11 1/2 X 9 3/8,1 3/8
4 1/8 x 9 3/4  BK,23 x 35,3,# 173 UT,11 1/2 X 9 3/8,1 3/8
4 1/8 x 9 3/4  BK,25 x 38,6,# 173 UT,11 1/2 X 9 3/8,1 3/8
4 1/8 x 9 3/4  BK,28 x 40,6,# 173 UT,11 1/2 X 9 3/8,1 3/8
,,,,,
,,,,,
4 1/4 x 5 3/8  BK,7 3/8 X 9 1/2,1,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,11 x 17 ,1,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,17 1/2 x 22 1/2,4,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,19 X 25,4,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,23 X 29,9,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,23 x 35,9,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,25 X 38,12,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,28 x 40,12,# 125,6 7/8 X 9 ,2 3/16
,,,,,
,,,,,
4 1/4 x 6  BK,8 1/4 X 9 3/4,1,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,11 x 17 ,1,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,17 1/2 x 22 1/2,4,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,19 X 25,4,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,23 X 29,6,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,23 x 35,6,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,25 X 38,12,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,28 x 40,12,# 121-N,7 3/4 X 9 1/4,7/8
,,,,,
,,,,,
4 1/4 x 5 3/8  BK,7 3/8 X 9 1/2,1,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,11 x 17 ,1,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,17 1/2 x 22 1/2,4,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,19 X 25,4,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,23 X 29,9,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,23 x 35,9,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,25 X 38,12,# 125,6 7/8 X 9 ,2 3/16
4 1/4 x 5 3/8  BK,28 x 40,12,# 125,6 7/8 X 9 ,2 3/16
,,,,,
,,,,,
4 1/4 x 6  BK,8 1/4 X 9 3/4,1,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,11 x 17 ,1,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,17 1/2 x 22 1/2,4,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,19 X 25,4,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,23 X 29,6,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,23 x 35,6,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,25 X 38,12,# 121-N,7 3/4 X 9 1/4,7/8
4 1/4 x 6  BK,28 x 40,12,# 121-N,7 3/4 X 9 1/4,7/8
,,,,,
,,,,,
4 1/4 x 7 7/8  BK,11 X 11,1,# 123,10 5/8 X 10 1/2,2 1/8
4 1/4 x 7 7/8  BK,11 x 17 ,1,# 123,10 5/8 X 10 1/2,2 1/8
4 1/4 x 7 7/8  BK,17 1/2 x 22 1/2,2,# 123,10 5/8 X 10 1/2,2 1/8
4 1/4 x 7 7/8  BK,19 X 25,2,# 123,10 5/8 X 10 1/2,2 1/8
4 1/4 x 7 7/8  BK,23 X 29,4,# 123,10 5/8 X 10 1/2,2 1/8
4 1/4 x 7 7/8  BK,23 x 35,6,# 123,10 5/8 X 10 1/2,2 1/8
4 1/4 x 7 7/8  BK,25 X 38,6,# 123,10 5/8 X 10 1/2,2 1/8
4 1/4 x 7 7/8  BK,28 x 40,6,# 123,10 5/8 X 10 1/2,2 1/8
,,,,,
,,,,,
4 1/4 x 8 1/4  BK,10 1/2 X 9 7/8,1,# 107-N,10 x 9 5/16,2
4 1/4 x 8 1/4  BK,11 x 17 ,1,# 107-N,10 x 9 5/16,2
4 1/4 x 8 1/4  BK,17 1/2 x 22 1/2,2,# 107-N,10 x 9 5/16,2
4 1/4 x 8 1/4  BK,19 X 25,2,# 107-N,10 x 9 5/16,2
4 1/4 x 8 1/4  BK,23 X 29,6,# 107-N,10 x 9 5/16,2
4 1/4 x 8 1/4  BK,23 x 35,6,# 107-N,10 x 9 5/16,2
4 1/4 x 8 1/4  BK,25 X 38,6,# 107-N,10 x 9 5/16,2
4 1/4 x 8 1/4  BK,28 x 40,8,# 107-N,10 x 9 5/16,2
,,,,,
,,,,,
4 1/4 x 8 7/8  BK,11 X 9 11/16,1,# 106-N,10 5/8 x 9 3/16,1 1/4
4 1/4 x 8 7/8  BK,11 x 17 ,1,# 106-N,10 5/8 x 9 3/16,1 1/4
4 1/4 x 8 7/8  BK,17 1/2 x 22 1/2,2,# 106-N,10 5/8 x 9 3/16,1 1/4
4 1/4 x 8 7/8  BK,19 X 25,2,# 106-N,10 5/8 x 9 3/16,1 1/4
4 1/4 x 8 7/8  BK,23 X 29,6,# 106-N,10 5/8 x 9 3/16,1 1/4
4 1/4 x 8 7/8  BK,23 x 35,6,# 106-N,10 5/8 x 9 3/16,1 1/4
4 1/4 x 8 7/8  BK,25 X 38,8,# 106-N,10 5/8 x 9 3/16,1 1/4
4 1/4 x 8 7/8  BK,28 x 40,8,# 106-N,10 5/8 x 9 3/16,1 1/4
,,,,,
,,,,,
4 1/4 x 9 9/16  BK,12 9/16 X 9 5/8,1,# 60,12 1/16 x 9 1/8,1
4 1/4 x 9 9/16  BK,11 x 17 ,0,# 60,12 1/16 x 9 1/8,1
4 1/4 x 9 9/16  BK,17 1/2 x 22 1/2,2,# 60,12 1/16 x 9 1/8,1
4 1/4 x 9 9/16  BK,19 X 25,2,# 60,12 1/16 x 9 1/8,1
4 1/4 x 9 9/16  BK,23 X 29,3,# 60,12 1/16 x 9 1/8,1
4 1/4 x 9 9/16  BK,23 x 35,3,# 60,12 1/16 x 9 1/8,1
4 1/4 x 9 9/16  BK,25 X 38,8,# 60,12 1/16 x 9 1/8,1
4 1/4 x 9 9/16  BK,28 x 40,8,# 60,12 1/16 x 9 1/8,1
,,,,,
,,,,,
4 3/8 X 4 3/8  BK,6 1/4 X 10 7/16,1,# 126,5 3/4 X 9 15/16,1 7/16
4 3/8 X 4 3/8  BK,11 x 17 ,1,# 126,5 3/4 X 9 15/16,1 7/16
4 3/8 X 4 3/8  BK,17 1/2 x 22 1/2,4,# 126,5 3/4 X 9 15/16,1 7/16
4 3/8 X 4 3/8  BK,19 X 25,6,# 126,5 3/4 X 9 15/16,1 7/16
4 3/8 X 4 3/8  BK,23 X 29,6,# 126,5 3/4 X 9 15/16,1 7/16
4 3/8 X 4 3/8  BK,23 x 35,9,# 126,5 3/4 X 9 15/16,1 7/16
4 3/8 X 4 3/8  BK,25 X 38,12,# 126,5 3/4 X 9 15/16,1 7/16
4 3/8 X 4 3/8  BK,28 x 40,12,# 126,5 3/4 X 9 15/16,1 7/16
,,,,,
,,,,,
A-2 - 4 3/8 X 5 3/4  BK,8 X 10 1/4,1,# 31,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,11 x 17 ,1,# 31,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,17 1/2 x 22 1/2,4,# 31,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,19 X 25,4,# 31,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,23 X 29,4,# 31,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,23 x 35,6,# 31,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,25 X 38,9,# 31,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,28 x 40,12,# 31,7 1/2 X 9 3/4,1 1/2
,,,,,
,,,,,
A-2 - 4 3/8 X 5 3/4  BK,8 X 10 1/4,1,# 219,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,11 x 17 ,1,# 219,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,17 1/2 x 22 1/2,4,# 219,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,19 X 25,4,# 219,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,23 X 29,4,# 219,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,23 x 35,6,# 219,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,25 X 38,9,# 219,7 1/2 X 9 3/4,1 1/2
A-2 - 4 3/8 X 5 3/4  BK,28 x 40,12,# 219,7 1/2 X 9 3/4,1 1/2
,,,,,
,,,,,
A-2 - 4 3/8 X 5 3/4  BK,7 3/4 X 9 7/8,1,# 213,7 1/4 X 9 3/8,1 7/8
A-2 - 4 3/8 X 5 3/4  BK,11 x 17 ,1,# 213,7 1/4 X 9 3/8,1 7/8
A-2 - 4 3/8 X 5 3/4  BK,17 1/2 x 22 1/2,4,# 213,7 1/4 X 9 3/8,1 7/8
A-2 - 4 3/8 X 5 3/4  BK,19 X 25,4,# 213,7 1/4 X 9 3/8,1 7/8
A-2 - 4 3/8 X 5 3/4  BK,23 X 29,4,# 213,7 1/4 X 9 3/8,1 7/8
